"id","attributes.display_name","attributes.team_name","attributes.position","attributes.game_id","attributes.line_score","attributes.stat_type","attributes.start_time"
"1596","Clint Capela","Hawks","C","2fa2202e-0221-474b-a1a4-1a47893798a0",0.5,"Steals","2024-01-12T19:40:00-05:00"
"1596","Clint Capela","Hawks","C","2fa2202e-0221-474b-a1a4-1a47893798a0",12.5,"Points","2024-01-12T19:40:00-05:00"
"1596","Clint Capela","Hawks","C","2fa2202e-0221-474b-a1a4-1a47893798a0",23.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"1596","Clint Capela","Hawks","C","2fa2202e-0221-474b-a1a4-1a47893798a0",11.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"1596","Clint Capela","Hawks","C","2fa2202e-0221-474b-a1a4-1a47893798a0",2.5,"Blks+Stls","2024-01-12T19:40:00-05:00"
"1596","Clint Capela","Hawks","C","2fa2202e-0221-474b-a1a4-1a47893798a0",1.5,"Blocked Shots","2024-01-12T19:40:00-05:00"
"1596","Clint Capela","Hawks","C","2fa2202e-0221-474b-a1a4-1a47893798a0",22.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"1596","Clint Capela","Hawks","C","2fa2202e-0221-474b-a1a4-1a47893798a0",13.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"1596","Clint Capela","Hawks","C","2fa2202e-0221-474b-a1a4-1a47893798a0",10.5,"Rebounds","2024-01-12T19:40:00-05:00"
"79867","Jabari Smith Jr.","Rockets","F","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",16.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"79867","Jabari Smith Jr.","Rockets","F","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",15.5,"Points","2024-01-12T19:40:00-05:00"
"79867","Jabari Smith Jr.","Rockets","F","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",10.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"79867","Jabari Smith Jr.","Rockets","F","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",24.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"79867","Jabari Smith Jr.","Rockets","F","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",26.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"1386","De'Aaron Fox","Kings","G","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",31.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"25471","Paul Reed","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",17.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"25471","Paul Reed","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",9.5,"Points","2024-01-12T19:40:00-05:00"
"25471","Paul Reed","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",19.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"25471","Paul Reed","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",11.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"25471","Paul Reed","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",9.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"87498","Aaron Nesmith","Pacers","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",16.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"87498","Aaron Nesmith","Pacers","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",3.5,"Rebounds","2024-01-12T19:40:00-05:00"
"87498","Aaron Nesmith","Pacers","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",11.5,"Points","2024-01-12T19:40:00-05:00"
"87498","Aaron Nesmith","Pacers","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",13.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"87498","Aaron Nesmith","Pacers","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",15.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"87498","Aaron Nesmith","Pacers","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",1.5,"3-PT Made","2024-01-12T19:40:00-05:00"
"173612","Bruce Brown","Pacers","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",7.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"173612","Bruce Brown","Pacers","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",17.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"173612","Bruce Brown","Pacers","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",13.5,"Points","2024-01-12T19:40:00-05:00"
"173612","Bruce Brown","Pacers","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",16.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"173612","Bruce Brown","Pacers","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",20.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"54064","Jalen Green","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",22.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"54064","Jalen Green","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",7.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"54064","Jalen Green","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",4.5,"Rebounds","2024-01-12T19:40:00-05:00"
"54064","Jalen Green","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",18.5,"Points","2024-01-12T19:40:00-05:00"
"54064","Jalen Green","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",26.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"54064","Jalen Green","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",23.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"87848","Jalen Duren","Pistons","C","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",13.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"87848","Jalen Duren","Pistons","C","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",14.5,"Points","2024-01-12T19:40:00-05:00"
"87848","Jalen Duren","Pistons","C","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",11.5,"Rebounds","2024-01-12T19:40:00-05:00"
"87848","Jalen Duren","Pistons","C","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",16.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"87848","Jalen Duren","Pistons","C","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",1.5,"Blks+Stls","2024-01-12T19:40:00-05:00"
"87848","Jalen Duren","Pistons","C","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",28.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"87848","Jalen Duren","Pistons","C","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",26.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"123596","Saddiq Bey","Hawks","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",21.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"123596","Saddiq Bey","Hawks","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",14.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"123596","Saddiq Bey","Hawks","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",13.5,"Points","2024-01-12T19:40:00-05:00"
"123596","Saddiq Bey","Hawks","G-F","2fa2202e-0221-474b-a1a4-1a47893798a0",19.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"1521","Trae Young","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",40.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"1521","Trae Young","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",4.5,"Turnovers","2024-01-12T19:40:00-05:00"
"1521","Trae Young","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",43.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"1521","Trae Young","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",31.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"1521","Trae Young","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",1.5,"Blks+Stls","2024-01-12T19:40:00-05:00"
"1521","Trae Young","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",29.5,"Points","2024-01-12T19:40:00-05:00"
"173586","Fred VanVleet","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",0.5,"Blocked Shots","2024-01-12T19:40:00-05:00"
"173586","Fred VanVleet","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",1.5,"Steals","2024-01-12T19:40:00-05:00"
"173586","Fred VanVleet","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",8.5,"Assists","2024-01-12T19:40:00-05:00"
"173586","Fred VanVleet","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",11.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"173586","Fred VanVleet","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",3.5,"Rebounds","2024-01-12T19:40:00-05:00"
"173586","Fred VanVleet","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",19.5,"Points","2024-01-12T19:40:00-05:00"
"173586","Fred VanVleet","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",22.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"173586","Fred VanVleet","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",31.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"173586","Fred VanVleet","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",27.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"173586","Fred VanVleet","Rockets","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",1.5,"Turnovers","2024-01-12T19:40:00-05:00"
"60080","Jalen Smith","Pacers","F-C","2fa2202e-0221-474b-a1a4-1a47893798a0",18.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"60080","Jalen Smith","Pacers","F-C","2fa2202e-0221-474b-a1a4-1a47893798a0",6.5,"Rebounds","2024-01-12T19:40:00-05:00"
"60080","Jalen Smith","Pacers","F-C","2fa2202e-0221-474b-a1a4-1a47893798a0",11.5,"Points","2024-01-12T19:40:00-05:00"
"60080","Jalen Smith","Pacers","F-C","2fa2202e-0221-474b-a1a4-1a47893798a0",13.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"60080","Jalen Smith","Pacers","F-C","2fa2202e-0221-474b-a1a4-1a47893798a0",20.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"59923","Domantas Sabonis","Kings","C","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",30.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"59923","Domantas Sabonis","Kings","C","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",0.5,"Steals","2024-01-12T19:40:00-05:00"
"59923","Domantas Sabonis","Kings","C","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",44.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"59923","Domantas Sabonis","Kings","C","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",22.5,"Points","2024-01-12T19:40:00-05:00"
"59923","Domantas Sabonis","Kings","C","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",20.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"87857","Jalen Johnson","Hawks","F","2fa2202e-0221-474b-a1a4-1a47893798a0",16.5,"Points","2024-01-12T19:40:00-05:00"
"87857","Jalen Johnson","Hawks","F","2fa2202e-0221-474b-a1a4-1a47893798a0",20.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"87857","Jalen Johnson","Hawks","F","2fa2202e-0221-474b-a1a4-1a47893798a0",3.5,"Assists","2024-01-12T19:40:00-05:00"
"87857","Jalen Johnson","Hawks","F","2fa2202e-0221-474b-a1a4-1a47893798a0",8.5,"Rebounds","2024-01-12T19:40:00-05:00"
"87857","Jalen Johnson","Hawks","F","2fa2202e-0221-474b-a1a4-1a47893798a0",12.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"87857","Jalen Johnson","Hawks","F","2fa2202e-0221-474b-a1a4-1a47893798a0",1.5,"Turnovers","2024-01-12T19:40:00-05:00"
"87857","Jalen Johnson","Hawks","F","2fa2202e-0221-474b-a1a4-1a47893798a0",25.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"87857","Jalen Johnson","Hawks","F","2fa2202e-0221-474b-a1a4-1a47893798a0",29.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"1620","Tobias Harris","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",0.5,"Blocked Shots","2024-01-12T19:40:00-05:00"
"1620","Tobias Harris","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",25.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"1620","Tobias Harris","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",6.5,"Rebounds","2024-01-12T19:40:00-05:00"
"1620","Tobias Harris","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",22.5,"Points","2024-01-12T19:40:00-05:00"
"1620","Tobias Harris","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",29.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"1620","Tobias Harris","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",1.5,"3-PT Made","2024-01-12T19:40:00-05:00"
"1620","Tobias Harris","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",10.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"1620","Tobias Harris","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",3.5,"Assists","2024-01-12T19:40:00-05:00"
"1620","Tobias Harris","76ers","F","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",32.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"80032","Dejounte Murray","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",33.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"80032","Dejounte Murray","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",28.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"80032","Dejounte Murray","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",9.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"80032","Dejounte Murray","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",27.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"80032","Dejounte Murray","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",23.5,"Points","2024-01-12T19:40:00-05:00"
"80032","Dejounte Murray","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",1.5,"Blks+Stls","2024-01-12T19:40:00-05:00"
"80032","Dejounte Murray","Hawks","G","2fa2202e-0221-474b-a1a4-1a47893798a0",4.5,"Rebounds","2024-01-12T19:40:00-05:00"
"1604","Myles Turner","Pacers","C-F","2fa2202e-0221-474b-a1a4-1a47893798a0",27.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"1604","Myles Turner","Pacers","C-F","2fa2202e-0221-474b-a1a4-1a47893798a0",0.5,"Steals","2024-01-12T19:40:00-05:00"
"1604","Myles Turner","Pacers","C-F","2fa2202e-0221-474b-a1a4-1a47893798a0",1.5,"3-PT Made","2024-01-12T19:40:00-05:00"
"1604","Myles Turner","Pacers","C-F","2fa2202e-0221-474b-a1a4-1a47893798a0",29.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"1604","Myles Turner","Pacers","C-F","2fa2202e-0221-474b-a1a4-1a47893798a0",2.5,"Blks+Stls","2024-01-12T19:40:00-05:00"
"1604","Myles Turner","Pacers","C-F","2fa2202e-0221-474b-a1a4-1a47893798a0",21.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"1604","Myles Turner","Pacers","C-F","2fa2202e-0221-474b-a1a4-1a47893798a0",7.5,"Rebounds","2024-01-12T19:40:00-05:00"
"1604","Myles Turner","Pacers","C-F","2fa2202e-0221-474b-a1a4-1a47893798a0",1.5,"Turnovers","2024-01-12T19:40:00-05:00"
"1604","Myles Turner","Pacers","C-F","2fa2202e-0221-474b-a1a4-1a47893798a0",9.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"1604","Myles Turner","Pacers","C-F","2fa2202e-0221-474b-a1a4-1a47893798a0",19.5,"Points","2024-01-12T19:40:00-05:00"
"79907","Jaden Ivey","Pistons","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",23.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"79907","Jaden Ivey","Pistons","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",3.5,"Rebounds","2024-01-12T19:40:00-05:00"
"79907","Jaden Ivey","Pistons","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",4.5,"Assists","2024-01-12T19:40:00-05:00"
"79907","Jaden Ivey","Pistons","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",18.5,"Points","2024-01-12T19:40:00-05:00"
"79907","Jaden Ivey","Pistons","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",27.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
"79907","Jaden Ivey","Pistons","G","96712a9d-bca8-4ceb-aa56-32f5e1b6a5b5",22.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"25439","Tyrese Maxey","76ers","G","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",2.5,"Turnovers","2024-01-12T19:40:00-05:00"
"25439","Tyrese Maxey","76ers","G","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",38.5,"Pts+Asts","2024-01-12T19:40:00-05:00"
"25439","Tyrese Maxey","76ers","G","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",31.5,"Points","2024-01-12T19:40:00-05:00"
"25439","Tyrese Maxey","76ers","G","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",11.5,"Rebs+Asts","2024-01-12T19:40:00-05:00"
"25439","Tyrese Maxey","76ers","G","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",1.5,"Blks+Stls","2024-01-12T19:40:00-05:00"
"25439","Tyrese Maxey","76ers","G","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",35.5,"Pts+Rebs","2024-01-12T19:40:00-05:00"
"25439","Tyrese Maxey","76ers","G","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",7.5,"Assists","2024-01-12T19:40:00-05:00"
"25439","Tyrese Maxey","76ers","G","cc4c69a5-2786-4241-ae2d-bc2afc16ee21",42.5,"Pts+Rebs+Asts","2024-01-12T19:40:00-05:00"
