"game_ID","away_team","home_team","game_times"
"278f7a6c3d719c5c66edee4cd4e16106","Miami Heat","Golden State Warriors","2023-12-28"
"a3d2158708479304df5c57038c3fef03","San Antonio Spurs","Portland Trail Blazers","2023-12-28"
"f6e574f323dc7ea31371e0c7894913fb","Charlotte Hornets","Los Angeles Lakers","2023-12-28"
"453a2bf6e79f4c7bbeec9010fc77d9d1","New York Knicks","Orlando Magic","2023-12-29"
"7c93e0d60aef1177a455dfeee34268e0","Brooklyn Nets","Washington Wizards","2023-12-29"
"5606866b620d4ae98407f48837a3ca4c","Sacramento Kings","Atlanta Hawks","2023-12-29"
"d2986905d4abbe17be1fcfb200550495","Toronto Raptors","Boston Celtics","2023-12-29"
"ce14107e3925a9ef4ca608633837c75d","Milwaukee Bucks","Cleveland Cavaliers","2023-12-29"
"4824718cf3103ee5df00bf1c68947cbc","Philadelphia 76ers","Houston Rockets","2023-12-29"
"708ff1f5c904277ff76f8175e390b232","Oklahoma City Thunder","Denver Nuggets","2023-12-29"
"14f9a8bfa386073b9781caec61a54ab7","Charlotte Hornets","Phoenix Suns","2023-12-29"
"3567857492b8df2d1df45549abf640d5","San Antonio Spurs","Portland Trail Blazers","2023-12-29"
"302d13925f6fb17b0440eb858bf1a291","Memphis Grizzlies","LA Clippers","2023-12-29"
"a9cb5d081e92ccc18558eab0e5f8efa4","Miami Heat","Utah Jazz","2023-12-30"
"94a9c324ae39ed05feb4b79167f21fd2","Toronto Raptors","Detroit Pistons","2023-12-30"
"fefa188e201129062902bea88993eb4c","New York Knicks","Indiana Pacers","2023-12-30"
"c145e59bf95c6c0b87cc7e5330707c32","Philadelphia 76ers","Chicago Bulls","2023-12-30"
"d38d0f2b72c576acea57f31dfe03ab05","Los Angeles Lakers","Minnesota Timberwolves","2023-12-30"
"95a297563b63f32164ad6ee129e1ad4b","Dallas Mavericks","Golden State Warriors","2023-12-30"
"a488506da995b283493864a3ad3e3e71","Atlanta Hawks","Washington Wizards","2023-12-31"
"3d410833612cda2e0c5ed5356aee0525","Los Angeles Lakers","New Orleans Pelicans","2023-12-31"
"63567630c96f014499013ee493c27f18","Brooklyn Nets","Oklahoma City Thunder","2023-12-31"
"09a955b3e1dae29d19c63de45165d0d2","Boston Celtics","San Antonio Spurs","2023-12-31"
"e44e496486486af7ad4940febb95bbfa","Sacramento Kings","Memphis Grizzlies","2023-12-31"
"aff4e5c911b78e5287d4b615ae98a96c","Orlando Magic","Phoenix Suns","2023-12-31"
"0792037abb4459e5a4cd9140e54361de","Minnesota Timberwolves","New York Knicks","2024-01-01"
"0c6a530790e0ca1b62de6ae199921478","Cleveland Cavaliers","Toronto Raptors","2024-01-01"
"db612b945f34f33b72a98d0253154cff","Detroit Pistons","Houston Rockets","2024-01-01"
"b070da0dfb190b2768db889a4ed3a8ce","Indiana Pacers","Milwaukee Bucks","2024-01-01"
"a62ef281ee27e68999b13c764fb44aea","Charlotte Hornets","Denver Nuggets","2024-01-01"
"0024f93407cce0ffc0fec67135e2aa21","Portland Trail Blazers","Phoenix Suns","2024-01-01"
"cd094395f739d9c884daef017ec13352","Dallas Mavericks","Utah Jazz","2024-01-01"
"b45c384b1a519d6eb3f92e71c8c5fd2e","Miami Heat","LA Clippers","2024-01-01"
"b8850bad48e6b9bcf3ecb4909b6f4677","Chicago Bulls","Philadelphia 76ers","2024-01-02"
"bcc7d599aeba155d9a08bf0edc55acf4","San Antonio Spurs","Memphis Grizzlies","2024-01-02"
"deb95cb2719773e45982d1c3fbd6b03f","Brooklyn Nets","New Orleans Pelicans","2024-01-02"
"b2907694409ef246641d924dca110427","Boston Celtics","Oklahoma City Thunder","2024-01-02"
"d7258f57ffac934620a83777d299d403","Orlando Magic","Golden State Warriors","2024-01-02"
"26bd850f06daa9805e892aa0f49208e3","Charlotte Hornets","Sacramento Kings","2024-01-02"
"9f3edc11e1d8aeea4b9c2c0c13368af5","Washington Wizards","Cleveland Cavaliers","2024-01-03"
"7b98d9b2b088bac18baacef5b6c214c3","Milwaukee Bucks","Indiana Pacers","2024-01-03"
"086be9ac9d2b6f54aa78889fb7f2212b","Oklahoma City Thunder","Atlanta Hawks","2024-01-03"
"528d1d41e0035a2c740c3f63d925290f","Brooklyn Nets","Houston Rockets","2024-01-03"
"2a6302bf1007c8b398a2cd9ae0b9dae8","Toronto Raptors","Memphis Grizzlies","2024-01-03"
"b3974e621790b9830901cdc5a5dae48e","New Orleans Pelicans","Minnesota Timberwolves","2024-01-03"
"aa38debc14443c6ba28bbbbe20165357","Chicago Bulls","New York Knicks","2024-01-03"
"fffcf788adc600efb5a053b8394a383c","Portland Trail Blazers","Dallas Mavericks","2024-01-03"
"1e84f219384f8f5e0de0a78023d616d1","LA Clippers","Phoenix Suns","2024-01-03"
"9dd430cc744166f7c59c1820d5046da6","Detroit Pistons","Utah Jazz","2024-01-03"
"b38b736dabaa2e710875ff5a79bc232e","Miami Heat","Los Angeles Lakers","2024-01-03"
"38a8ff1f014730604c229bfda738e9ba","Orlando Magic","Sacramento Kings","2024-01-03"
"0c9bd288e7caa0adb84074720f5040ce","Milwaukee Bucks","San Antonio Spurs","2024-01-04"
"980f8575dcf379650e41e395b4258dac","Denver Nuggets","Golden State Warriors","2024-01-04"
"aedde43e243c45b078af131f3079cce5","Utah Jazz","Boston Celtics","2024-01-05"
"9270370f57e92a0754c3b5c763f6301f","Atlanta Hawks","Indiana Pacers","2024-01-05"
"29aef704aa8067838d8e25a19a0dfe81","Oklahoma City Thunder","Brooklyn Nets","2024-01-05"
"208d5dfcacaa4d8e66190cba550ed6d2","Washington Wizards","Cleveland Cavaliers","2024-01-05"
"2ef552c0479496efb16584cdcbe4d3fc","New York Knicks","Philadelphia 76ers","2024-01-05"
"4966566004a2a4f1b3e8f33156f2073a","Charlotte Hornets","Chicago Bulls","2024-01-05"
"c4290f059054805fc8730949a9552396","Minnesota Timberwolves","Houston Rockets","2024-01-05"
"91c1d218291ef30c3ec7f2b7ffd713df","LA Clippers","New Orleans Pelicans","2024-01-05"
"763e2b490f608a38168284289957aa9a","Portland Trail Blazers","Dallas Mavericks","2024-01-05"
"bdddd9dab0e1c5b14ede718de03bd096","Orlando Magic","Denver Nuggets","2024-01-05"
"adb18ffe81a6a97df35c363d339753db","Miami Heat","Phoenix Suns","2024-01-05"
"931aacc3989ced596b0537e945016d36","Detroit Pistons","Golden State Warriors","2024-01-05"
"a9e87882ca287a3578dc8ef226920c3a","Memphis Grizzlies","Los Angeles Lakers","2024-01-05"
"9e791b82d0ad2f71361359848c9d41dc","Toronto Raptors","Sacramento Kings","2024-01-05"
"b690b4429df18061bd3c903c42d17222","Boston Celtics","Indiana Pacers","2024-01-06"
"feb0fe164669553f93cfdb1563180e96","New York Knicks","Washington Wizards","2024-01-06"
"88e4fe15cbdead30f8ce42cd42fb0e41","Utah Jazz","Philadelphia 76ers","2024-01-06"
"bef7442372406e00f5f6ea8a06995a84","Milwaukee Bucks","Houston Rockets","2024-01-06"
"56f0caecd0aa91135d73748e8b785bc2","San Antonio Spurs","Cleveland Cavaliers","2024-01-07"
"76a57d5b3b4e1ce65801dd93bd5aaadd","Portland Trail Blazers","Brooklyn Nets","2024-01-07"
"ad9dec7edcdd64d384d43a3916154521","Atlanta Hawks","Orlando Magic","2024-01-07"
"6d5eab6320a05e7dd2910e3774622fd7","New Orleans Pelicans","Sacramento Kings","2024-01-07"
"9945af0ad45afbebed940afa1b16c53b","Minnesota Timberwolves","Dallas Mavericks","2024-01-07"
"44c3da8dd8bf953807e4df3f2acc17b6","Detroit Pistons","Denver Nuggets","2024-01-07"
"7e47ab32976ee38a9b6b049364c0b4d3","Memphis Grizzlies","Phoenix Suns","2024-01-07"
"19d2fced37bac4735bda14fcfc6c50fb","Toronto Raptors","Golden State Warriors","2024-01-07"
"b6741cbb0dd350580236264eb238e877","LA Clippers","Los Angeles Lakers","2024-01-07"
"b5eff91c2b080c3e47a9c2a1818991cc","Chicago Bulls","Charlotte Hornets","2024-01-08"
"dfaeada4215a62525e56956c51600a5a","Boston Celtics","Indiana Pacers","2024-01-08"
"6ccf5cd81d34934c3a5df7b2d858538f","Oklahoma City Thunder","Washington Wizards","2024-01-08"
"1f3c5de548da21f32e295b2b31fbab90","Houston Rockets","Miami Heat","2024-01-08"
"a5835a0bb2fb029b99f3e418ab407543","Utah Jazz","Milwaukee Bucks","2024-01-08"
"a045253e48d504fa7cd1777a244fa931","Phoenix Suns","LA Clippers","2024-01-08"
"8c73af746f26e9ab1014b13c2b426e24","Sacramento Kings","Detroit Pistons","2024-01-09"
"e21633bb8c8ff5c7ecfb43eaba5e855b","Minnesota Timberwolves","Orlando Magic","2024-01-09"
"bc804dec0915cbb3f097f09afc5ccbd9","Portland Trail Blazers","New York Knicks","2024-01-09"
"118ac48081b42d64305d556287e53011","Memphis Grizzlies","Dallas Mavericks","2024-01-09"
"027dd07563f0e150eb82d08057f866fe","Toronto Raptors","Los Angeles Lakers","2024-01-09"
"9323404284863080d81fd84ff3ee31d9","Minnesota Timberwolves","Boston Celtics","2024-01-10"
"766d51c0d43e2d79ce92446af745375e","Sacramento Kings","Charlotte Hornets","2024-01-10"
"ac1181b997937119e339b249dd1b5658","San Antonio Spurs","Detroit Pistons","2024-01-10"
"5fcb0ae9ba5d4e0595c38cf0de582fba","Washington Wizards","Indiana Pacers","2024-01-10"
"328a49972624432c006dd0024a240f66","Philadelphia 76ers","Atlanta Hawks","2024-01-10"
"c09c0e00efaa719e51362bc2fd506519","Oklahoma City Thunder","Miami Heat","2024-01-10"
"78f027fe104773a69c065c8e5e1e5011","Houston Rockets","Chicago Bulls","2024-01-10"
"4d7c038b65bc566dc7e6e359de2cd38c","New Orleans Pelicans","Golden State Warriors","2024-01-10"
"a41ce1eb5c6cd915ceb75272cccfbe01","Denver Nuggets","Utah Jazz","2024-01-10"
"e2b1caf453d80104f79cb8355f43b293","Toronto Raptors","LA Clippers","2024-01-10"
"8513d69ab88258859f21aad0546a81d9","Brooklyn Nets","Cleveland Cavaliers","2024-01-11"
"5b3bda6ea121f42543412231f72c7575","Boston Celtics","Milwaukee Bucks","2024-01-11"
"e462f35518bce7f1295ae8db2ea58047","Portland Trail Blazers","Oklahoma City Thunder","2024-01-11"
"2e78151073035568d1f969e2280d4fbe","New York Knicks","Dallas Mavericks","2024-01-11"
"b15e6a269a2fb18b47e6489c2dc71b1b","Phoenix Suns","Los Angeles Lakers","2024-01-11"
"7eeb3ff0ca6d6cc331fe6a8175ebdf34","Indiana Pacers","Atlanta Hawks","2024-01-12"
"cce9c9db72f52a90cbb96719ecf734bd","Houston Rockets","Detroit Pistons","2024-01-12"
"faa042a314c53831457770128a075bca","Sacramento Kings","Philadelphia 76ers","2024-01-12"
"09837ba6691678afef6a3c95a91512b2","Orlando Magic","Miami Heat","2024-01-12"
"c6c4ad18687d5089b0b24a16a48f1943","Golden State Warriors","Chicago Bulls","2024-01-12"
"e1649b0e0c8e48456d0f7b210b7c84d6","LA Clippers","Memphis Grizzlies","2024-01-12"
"a0d0357cfc86ef3c4556122bd1857252","Portland Trail Blazers","Minnesota Timberwolves","2024-01-12"
"179cfc001edde2b749d8c7d8b8192311","Charlotte Hornets","San Antonio Spurs","2024-01-12"
"d0a0e029c0fb5ff85c093a9aefeee007","Toronto Raptors","Utah Jazz","2024-01-12"
"e2692982805782b1257502df9a1201d4","New Orleans Pelicans","Denver Nuggets","2024-01-12"
"bb4452564b25f5c65dbd466e2a20d60a","Houston Rockets","Boston Celtics","2024-01-13"
"5e4c8875e0a12e7e9717ab4cb48c4af9","Washington Wizards","Atlanta Hawks","2024-01-13"
"00e335aedaacf97954b0def03952880f","New York Knicks","Memphis Grizzlies","2024-01-13"
"7a970c6c22feb6c927237d7301807e6b","Golden State Warriors","Milwaukee Bucks","2024-01-13"
"4a25982e5d5916ceaa7bcf6d595b26f1","Orlando Magic","Oklahoma City Thunder","2024-01-13"
"910665acc00ece83a545d2263e9411c5","New Orleans Pelicans","Dallas Mavericks","2024-01-13"
"d541d849d3658c527da99c576675d7f7","Chicago Bulls","San Antonio Spurs","2024-01-13"
"7092be4d3812f01c180fc230ebc3dc85","Los Angeles Lakers","Utah Jazz","2024-01-13"
"f94aff0649d7c076205dd01d5fdfb8cf","Indiana Pacers","Denver Nuggets","2024-01-14"
"5e218133b23ee6dce71755f31babfa86","Charlotte Hornets","Miami Heat","2024-01-14"
"0dc2dded5e2c3ace0ded711cb4dc6f09","Sacramento Kings","Milwaukee Bucks","2024-01-14"
"6248fa4fb270c55dccbade2e9f7b8dfd","LA Clippers","Minnesota Timberwolves","2024-01-14"
"6357dee485809b71d61a3b36979bb954","Phoenix Suns","Portland Trail Blazers","2024-01-14"
"7c4514414b47d9e8d9f7c08e1773469e","Houston Rockets","Philadelphia 76ers","2024-01-15"
"7e2ae4f6720460659739a323337687c2","New Orleans Pelicans","Dallas Mavericks","2024-01-15"
"296a58931efd860f03b3370777f83fa1","Orlando Magic","New York Knicks","2024-01-15"
"146e941eecbc69e2c3567c4fb63f5ee4","Detroit Pistons","Washington Wizards","2024-01-15"
"2beb6c0df6eaa62ac7bec4d8d1749dec","San Antonio Spurs","Atlanta Hawks","2024-01-15"
"6eeeeba02ee784503a93b5290126942e","Golden State Warriors","Memphis Grizzlies","2024-01-15"
"054c3a2b4085ee4c6b2ac933cd129d97","Chicago Bulls","Cleveland Cavaliers","2024-01-15"
"caf6118ad44ba401e53d2f6f76fb6ecf","Miami Heat","Brooklyn Nets","2024-01-15"
"eb2731aadd2f9d9ef87bdcc7e7e39a7c","Boston Celtics","Toronto Raptors","2024-01-15"
"0e33e4e59b0707d1d0bd614d7ecabdec","Indiana Pacers","Utah Jazz","2024-01-15"
"a3dfbf9504e7d856c44a47c8b1093349","Oklahoma City Thunder","Los Angeles Lakers","2024-01-15"
"6456a2a040e7d86019f13b4ece577365","Denver Nuggets","Philadelphia 76ers","2024-01-16"
"9605c1b4670a92a0867403d85edd6b8a","Sacramento Kings","Phoenix Suns","2024-01-16"
"ad7c876f546069b1a8bbd545ca52cde6","Oklahoma City Thunder","LA Clippers","2024-01-16"
"d1ffa07fc68dedcd204c6cab95d9fcb8","Minnesota Timberwolves","Detroit Pistons","2024-01-17"
"a7424ae8496436675a3bf6646d05882d","Orlando Magic","Atlanta Hawks","2024-01-17"
"97d9765fbf1ba9b62dd85aa450b727ad","San Antonio Spurs","Boston Celtics","2024-01-17"
"23a832bc02c187e622c691f65ab6cb58","Milwaukee Bucks","Cleveland Cavaliers","2024-01-17"
"4a34a3ccb9397a3372f24b0849fd43f8","Houston Rockets","New York Knicks","2024-01-17"
"7659cfb935cc54dc2357efab065c3035","Miami Heat","Toronto Raptors","2024-01-17"
"32485ea9d5436311e12795a9084b6a66","Charlotte Hornets","New Orleans Pelicans","2024-01-17"
"d65dfb1af76890dc942435fbddef845a","Dallas Mavericks","Los Angeles Lakers","2024-01-17"
"aad1f8f76019657ecb6b957bcb39945c","Brooklyn Nets","Portland Trail Blazers","2024-01-17"
"6faf1ac3dff71b0f2e4eaa74901c5f06","Washington Wizards","New York Knicks","2024-01-18"
"e387df4823ee5662cdf795a3d0305012","Chicago Bulls","Toronto Raptors","2024-01-18"
"f94c0cb575a658f155d0256e3f4163aa","Oklahoma City Thunder","Utah Jazz","2024-01-18"
"8bab59e32efebdb93640e6d60e121ce4","Memphis Grizzlies","Minnesota Timberwolves","2024-01-18"
"7b9df735934be92ef9bf97cbc6287dc2","Indiana Pacers","Sacramento Kings","2024-01-18"
"bcbf6c9083ec9e6045c56687a7597272","San Antonio Spurs","Charlotte Hornets","2024-01-19"
"1fe280721bffd64fd47c300ee45fb88a","Philadelphia 76ers","Orlando Magic","2024-01-19"
"188068ac5e97f279c5a07ba7e9ae3d2d","Denver Nuggets","Boston Celtics","2024-01-19"
"e9a76e53cba33f8f5b1d8691740f6361","Atlanta Hawks","Miami Heat","2024-01-19"
"eb9747d1471d3ee15cbbbce9f92596d7","Phoenix Suns","New Orleans Pelicans","2024-01-19"
"fac09c4744c3161c8509aab5aa7e47d3","Dallas Mavericks","Golden State Warriors","2024-01-19"
"6401266ecccd216a0ab1ba8fbfd1e845","Indiana Pacers","Portland Trail Blazers","2024-01-19"
"ebbdc85331863f0e63f49f6db72ed815","Brooklyn Nets","Los Angeles Lakers","2024-01-19"
"efe089400f422333c9a375a03b3be99b","Milwaukee Bucks","Detroit Pistons","2024-01-20"
"a1b9ed8a3d6843a5b166da26c14a09c2","Philadelphia 76ers","Charlotte Hornets","2024-01-20"
"283d1516eda10fba182b0da699a37e20","San Antonio Spurs","Washington Wizards","2024-01-20"
"12713beef7fe755281506deb8489c3f6","Toronto Raptors","New York Knicks","2024-01-20"
"ad6ca99096279fe9049ddfea86f2d08d","Cleveland Cavaliers","Atlanta Hawks","2024-01-20"
"6d4eb180e64d4d05e7571d49bf8b3ae0","Utah Jazz","Houston Rockets","2024-01-20"
"e333c703b9bb4f6b0984329813877442","Oklahoma City Thunder","Minnesota Timberwolves","2024-01-20"
"582f64bc23c849a507e42582e2924d8d","Memphis Grizzlies","Chicago Bulls","2024-01-20"
"900419d018c3bba44f8457cc65dfea4a","Brooklyn Nets","LA Clippers","2024-01-21"
"7759ddb389b5e18be3cb67af1ea022c7","Miami Heat","Orlando Magic","2024-01-21"
"611279634cb287cb5257d2c91b04b316","Denver Nuggets","Washington Wizards","2024-01-21"
"2198a6a26216e034d141efe88923b9d4","Boston Celtics","Houston Rockets","2024-01-21"
"fd4d460e2692fd55e49ce3811ff3110e","Indiana Pacers","Phoenix Suns","2024-01-21"
"43d2320b0bcc62b1b6b9d8fd51a5087a","Portland Trail Blazers","Los Angeles Lakers","2024-01-21"
"64a3f0deb92becb2e6f05a27b839712b","Cleveland Cavaliers","Orlando Magic","2024-01-22"
"659d26d52dd7ee5d349caf324ef961e4","Milwaukee Bucks","Detroit Pistons","2024-01-22"
"a47d92667a6cc158424887f20ff94607","San Antonio Spurs","Philadelphia 76ers","2024-01-22"
"b874dd0f1b616a0db107e52acdc7b3f8","Memphis Grizzlies","Toronto Raptors","2024-01-22"
"24d4555294f19243fb28bf96d8f2ce0c","Charlotte Hornets","Minnesota Timberwolves","2024-01-22"
"d6048c3905655bd24dd4db15e396412c","Boston Celtics","Dallas Mavericks","2024-01-22"
"9f06b1c14bb55c3c371214069f41f766","Chicago Bulls","Phoenix Suns","2024-01-22"
"2383a49896b5fc78e9bbf7625e508ec2","Atlanta Hawks","Sacramento Kings","2024-01-22"
"9d49457856bbaebf72c77325d4eca9f5","Denver Nuggets","Indiana Pacers","2024-01-23"
"d2c572125e119dadcc64a063387fe9ed","New York Knicks","Brooklyn Nets","2024-01-23"
"9a81cfcace1ec42b8ba2736af9088bed","Portland Trail Blazers","Oklahoma City Thunder","2024-01-23"
"98aad35f0c65b07de55efe5315451508","Utah Jazz","New Orleans Pelicans","2024-01-23"
"892fa4370c0d2ac9bf1686c604487c17","Los Angeles Lakers","LA Clippers","2024-01-23"
"16be3a8a56852fd8a4c85aefbd2ed22f","Charlotte Hornets","Detroit Pistons","2024-01-24"
"c43b59da2a3ef207ec01cc5ec64452eb","Minnesota Timberwolves","Washington Wizards","2024-01-24"
"208ee0af2a60c61ed94ad084042e6bc7","Memphis Grizzlies","Miami Heat","2024-01-24"
"ec19730a0c9077d701fca961aac9c579","Portland Trail Blazers","Houston Rockets","2024-01-24"
"2b79b0ce223da9e527f91c2abd31c229","Cleveland Cavaliers","Milwaukee Bucks","2024-01-24"
"8b26674a9883acbd3437a8b10dfad085","Phoenix Suns","Dallas Mavericks","2024-01-24"
"5c16996d25492d74ad4c1f676205fe39","Oklahoma City Thunder","San Antonio Spurs","2024-01-24"
"27503584705be25ea9da3e310faffb5c","Atlanta Hawks","Golden State Warriors","2024-01-24"
"c45c05cb32470032cb0d4024055043e9","Philadelphia 76ers","Indiana Pacers","2024-01-25"
"9b4045e197ae1fbb1c635928fa6f9318","Utah Jazz","Washington Wizards","2024-01-25"
"5e7fe25916472fc1c04a4ecdf74034bd","Minnesota Timberwolves","Brooklyn Nets","2024-01-25"
"7f6638c43a4c4be4f256a85307594b8c","Boston Celtics","Miami Heat","2024-01-25"
"f4a288bcec73824f4cf54fb0d51ccdb3","Denver Nuggets","New York Knicks","2024-01-25"
"2ba5e1c7f6255a42f0abd85b7584d7ce","Sacramento Kings","Golden State Warriors","2024-01-25"
"f67f91bcc7c5d932fdda5436b11bb256","Chicago Bulls","Los Angeles Lakers","2024-01-25"
"3f46796f90363fe73044e2a9a783bd39","Dallas Mavericks","Atlanta Hawks","2024-01-26"
"b9f8409d6b736501d3a13c02b49d75bd","Houston Rockets","Charlotte Hornets","2024-01-26"
"5fd904081e3fb35e06cf4fc6c9e181dc","Phoenix Suns","Indiana Pacers","2024-01-26"
"ad35abdd9e43190893100761f3749f28","LA Clippers","Toronto Raptors","2024-01-26"
"67241253d140d955dddb832f699e661a","Orlando Magic","Memphis Grizzlies","2024-01-26"
"db306f30ccdf5bfad5bf666b39d83961","Cleveland Cavaliers","Milwaukee Bucks","2024-01-26"
"d24a0acecbfc876ceb8ff9294990a55f","Oklahoma City Thunder","New Orleans Pelicans","2024-01-26"
"91b45a8b36a95c8e27ddb07042eba39d","Portland Trail Blazers","San Antonio Spurs","2024-01-26"
"c7e8a6cd9170e9d85be95112a749fb2a","Washington Wizards","Detroit Pistons","2024-01-27"
"4e2ac57aa8dccca4df433442fff94a51","Miami Heat","New York Knicks","2024-01-27"
"bff67998a43248e7e044739ec8560902","Philadelphia 76ers","Denver Nuggets","2024-01-27"
"69e147e4c35f3819cbe1c29ebcab8e4e","Houston Rockets","Brooklyn Nets","2024-01-27"
"b3fbe17883172401e12cdf60116e63a5","LA Clippers","Boston Celtics","2024-01-27"
"deb380c2b6ac53c075776befc61bb5e7","Utah Jazz","Charlotte Hornets","2024-01-27"
"95a0bf6428662cd60bf3d014024d5597","New Orleans Pelicans","Milwaukee Bucks","2024-01-27"
"bd9102f839e56bb64076fe9799889129","Minnesota Timberwolves","San Antonio Spurs","2024-01-27"
"8e953ba98f5ea91104ff0b9a1e48e2d6","Los Angeles Lakers","Golden State Warriors","2024-01-27"
"0772628ff4508cad72771de712a60dfd","Sacramento Kings","Dallas Mavericks","2024-01-27"
"946b81b1664be33cd90243973f5a9a1c","Oklahoma City Thunder","Detroit Pistons","2024-01-28"
"916dcb706add6762c2f407c994d9e8f0","Memphis Grizzlies","Indiana Pacers","2024-01-28"
"b553876d69360a87b409cf9d3038feda","Toronto Raptors","Atlanta Hawks","2024-01-28"
"b2c0aba5327ec51369b623f645e839d6","Phoenix Suns","Orlando Magic","2024-01-28"
