"game_ID","away_team","home_team"
"f07f515626f11cdc6589dd2f8281f016","Los Angeles Lakers","Oklahoma City Thunder"
"586d3316803e1c91d6feff8161b46506","Atlanta Hawks","San Antonio Spurs"
"4aeee20954607aea810abd4e8aceda1f","LA Clippers","Golden State Warriors"
"44bee37cc95cf9b249271ba80ac340b3","Washington Wizards","Orlando Magic"
"c56e877880939c4374cb63884b6c1788","Philadelphia 76ers","Boston Celtics"
"c282a28181cf3b73949901b352f72259","New York Knicks","Toronto Raptors"
"d66e49909a8551effa003c6b86457403","Memphis Grizzlies","Dallas Mavericks"
"01417fbffa96b7972621d8bb78d8d458","San Antonio Spurs","New Orleans Pelicans"
"b32e75548aa76f2fb3e9f1381146bc91","Denver Nuggets","Phoenix Suns"
"9778b105b936c16e922eb0f407537494","Golden State Warriors","LA Clippers"
"4c18fd6f43e2921f0a6f9822f55940c8","Minnesota Timberwolves","Charlotte Hornets"
"b0bab1dd7a9ce6d07c17928e1b47c1d4","Orlando Magic","Brooklyn Nets"
"eada071ee5ba4f59b3b609534496155c","Cleveland Cavaliers","Detroit Pistons"
"6d0a1639de661a5096534d83a79209ab","Indiana Pacers","Miami Heat"
"bee8d0634b1de6b48ca3b9b6567b4935","New Orleans Pelicans","Chicago Bulls"
"445268f3a0d7fe0e83a679dfcbd0d734","Atlanta Hawks","Milwaukee Bucks"
"e1f6758144baced50878accc8df75dc0","Oklahoma City Thunder","Dallas Mavericks"
"c2768a41096a8c312f3f11190a8ec9f7","Memphis Grizzlies","Phoenix Suns"
"4a1a4d33053c36ecaa8344a048d2673f","Portland Trail Blazers","Utah Jazz"
"724105f738e47912e263b243756ad54f","Denver Nuggets","Sacramento Kings"
"3d80471d3cc84e6f1bc7adc424044c4a","Houston Rockets","Los Angeles Lakers"
"09a1ce6b66f4ffc1108d438154ca6ea1","Boston Celtics","Indiana Pacers"
"700d9bd95cba9bd171d20c96bda235bf","New Orleans Pelicans","Sacramento Kings"
"24f2f9eab2d686244690e650d1c1ae33","New York Knicks","Milwaukee Bucks"
"109a8d9cf8de37e256d98b1aa522ae92","Phoenix Suns","Los Angeles Lakers"
"3a1d9bcf2da447e532d13be14f02a7ed","Orlando Magic","Cleveland Cavaliers"
"1f21e12eb11babf4d9ffa59e386ab17e","Memphis Grizzlies","Detroit Pistons"
"f9b48ba5d8564d2f909c89eb41da1d8a","Philadelphia 76ers","Washington Wizards"
"5502604821ff081cc352c44d0804abe8","Miami Heat","Toronto Raptors"
"96e81d7c8d0e97af33df11c13d156f76","Brooklyn Nets","Atlanta Hawks"
"a0b69a33c8d8368b5ceb7c89347f37ca","San Antonio Spurs","Minnesota Timberwolves"
"31e0d759ac7ded9cc68e218e8ca3f56c","Charlotte Hornets","Chicago Bulls"
"94f75fcd55d704ef568ecc8349669665","Oklahoma City Thunder","Houston Rockets"
"a8617ccec390e76f2525bcf1437cfc4c","Utah Jazz","Dallas Mavericks"
"06c805e8bc716fe121015303daf98b6a","Portland Trail Blazers","Golden State Warriors"
"8bcf55d31c33d13ae37c023edf4cb17d","Denver Nuggets","LA Clippers"
"0bd6d826c6314fd9dd25b4604633674a","Indiana Pacers","Milwaukee Bucks"
"dce4037fcda004ccf8d650f65f0dab48","New Orleans Pelicans","Los Angeles Lakers"
"12970a63a7a6b02b1d3ee76416f9f7b9","Detroit Pistons","Orlando Magic"
"a2d7a90e9d0699988415830624b240a1","Atlanta Hawks","Philadelphia 76ers"
"5aa8e98afe41634ecf078b4c61c6b7e6","Toronto Raptors","Charlotte Hornets"
"cd674295de225ce24a1a8479540a5476","New York Knicks","Boston Celtics"
"8635f035232f2eca7c8f2279f4e42b5f","Washington Wizards","Brooklyn Nets"
"c663d44048cfbaba06ee84e59360222e","Cleveland Cavaliers","Miami Heat"
"12b280e512297a52448e3c89dde030be","Minnesota Timberwolves","Memphis Grizzlies"
"40014278e75da4494bac97279fdba641","Golden State Warriors","Oklahoma City Thunder"
"29d2e24ebf8cd5ba9eb39d566078ace2","Chicago Bulls","San Antonio Spurs"
"4417916ef38206b0b58e7174f7e5f3bd","Sacramento Kings","Phoenix Suns"
"54d6e7bf1b010c91526cb7819cb0a682","Houston Rockets","Denver Nuggets"
"6c8addc19ba8344330e794da6d10ef04","LA Clippers","Utah Jazz"
"3e2d09d22b864e344ffd4e038e10b59b","Dallas Mavericks","Portland Trail Blazers"
"3a9d9097346a3a1184b8583b50d6c78f","Indiana Pacers","Los Angeles Lakers"
"7581691636e578409a4041ee006f3b0a","Miami Heat","Charlotte Hornets"
"047ddf292282a8d762d6ed82d386dc36","Indiana Pacers","Detroit Pistons"
"2f36e11bb8a3bc80f597bdd8f8e4cc29","Cleveland Cavaliers","Orlando Magic"
"d4e2cf0a5f03b6662a959cfcf5beedf2","Washington Wizards","Philadelphia 76ers"
"a42f6b59210ba4e6d52411bcaa722372","Denver Nuggets","Atlanta Hawks"
"781356dea6adfd64b9eaf0b9c210172f","Toronto Raptors","New York Knicks"
"16f42316eac8afa894e051f0824685a5","San Antonio Spurs","Houston Rockets"
"63c887da39c412f416be4ea38f2f73bf","Dallas Mavericks","Memphis Grizzlies"
"3458839cc0ea607c72c9b1b41923efbf","Chicago Bulls","Milwaukee Bucks"
"9ab65bebbc443a2d0f034d740dec1b8b","Minnesota Timberwolves","New Orleans Pelicans"
"d4ca121af32b1decb1c8868919bdf0b9","Utah Jazz","Oklahoma City Thunder"
"bc0ac07bd02f9cc2b849b8cfc99c94b0","Brooklyn Nets","Sacramento Kings"
"44698c03b9768fe28c5c86a0b8a82f9b","Portland Trail Blazers","LA Clippers"
"cfc62a035c6c8b1bf219ad7f0d73fe4c","Cleveland Cavaliers","Boston Celtics"
"8ca539cc5b2daed6c4b9c87ec9c0e8b0","Los Angeles Lakers","Dallas Mavericks"
"98356ff2f8d998977bd7c0ac307be551","Denver Nuggets","Chicago Bulls"
"5a5054ab677036fa69a25fb35be9f16d","Golden State Warriors","Phoenix Suns"
"8a47caf23a7f865f44b8dd30f5fb2e66","Sacramento Kings","LA Clippers"
"a7b0ab97c4489a6f69ed9f505c41cfe8","Philadelphia 76ers","Detroit Pistons"
"c00a15872cf919d6129c72d900cf6963","New Orleans Pelicans","Washington Wizards"
"6bb507d74d0ff4bcb6630aa5ec54f214","Charlotte Hornets","Miami Heat"
"4d01f164e9f90e7845437c5df53ea763","Atlanta Hawks","Toronto Raptors"
"4a98bfcce15c9301769c5b7da13ffd72","Memphis Grizzlies","Houston Rockets"
"c5f2e4848b209292ecd4e8b00473c553","Indiana Pacers","Milwaukee Bucks"
"f6e41f1e961bc137c6612975da1875d4","Los Angeles Lakers","San Antonio Spurs"
"b9172f7d54bbc7def86bb61852ef11e9","Brooklyn Nets","Phoenix Suns"
"fe4701673d87314ed2e9bb85fc3f4d7e","New York Knicks","Utah Jazz"
"05c48b52a3c99441e9a8fbad58eb20c1","Cleveland Cavaliers","Boston Celtics"
"07dbd6fddef1a1e33a07e8dc61419a97","Chicago Bulls","Miami Heat"
"578b1d74e24fd4989b6932a076251880","Minnesota Timberwolves","Dallas Mavericks"
"e21b95dd64811537ecfb4e8a010af00c","Brooklyn Nets","Denver Nuggets"
"4b838c528f070359ebf6cdf51a77fafd","Utah Jazz","Portland Trail Blazers"
"eb6586d817e0cdb6c503ebf170787af1","Oklahoma City Thunder","Sacramento Kings"
"95e4a972f0da53b767736987b897fd12","Golden State Warriors","LA Clippers"
"3309e52cbe0c14d3964c17c682773d03","New Orleans Pelicans","Charlotte Hornets"
"671e797cb89ceb409e471427f0df9339","Detroit Pistons","Philadelphia 76ers"
"26ed5533bb5daaf518d879fde0a06f7f","Indiana Pacers","Washington Wizards"
"00cfb09f4daa54f7675026e8449d3be5","Orlando Magic","Boston Celtics"
"c1460ede503bdc2ef480bb488b35c232","Atlanta Hawks","Toronto Raptors"
"78866723d014c85e371b100d589004f0","Los Angeles Lakers","San Antonio Spurs"
"83cb19e4f8a971739a2740d338d75b79","Houston Rockets","Memphis Grizzlies"
"284f4847a81394d38d7e9d9fa955c2f5","New York Knicks","Phoenix Suns"
"a41ba5b6bb09ce73c129513f6d080e22","Detroit Pistons","Milwaukee Bucks"
"5bac0fef6bba0943ea5cf7cd602a111b","Philadelphia 76ers","Charlotte Hornets"
"1171be6d2d6b5207a70431b393a42cff","Atlanta Hawks","Cleveland Cavaliers"
"7c0ee74b4e0be4e1004ae707a07a0708","Chicago Bulls","Miami Heat"
"898705e3f0f3c5a155019da77276dd7a","Indiana Pacers","Minnesota Timberwolves"
"9513ec827638505cef8ef5188ad8978d","Brooklyn Nets","Golden State Warriors"
"6f172ff631a4847ce3dc988288029a13","Oklahoma City Thunder","Denver Nuggets"
"463a7b6c727f9f24045b70cb5365f112","Dallas Mavericks","Portland Trail Blazers"
"cd1855ca9e4f0f7ae041c0d545ef66d7","Utah Jazz","Sacramento Kings"
"ff2d575869dccc9b1bafe118509d9cb9","New York Knicks","LA Clippers"
"9aa961eca5393d5c74b94f189dcad134","Orlando Magic","Boston Celtics"
"74dd88e4d731e373563496208fce855b","New Orleans Pelicans","San Antonio Spurs"
"dd55462de8609fa2c83800db3f86098d","Houston Rockets","Milwaukee Bucks"
"6d9c32d648c9f4b01560b0a96fdedcad","Washington Wizards","Phoenix Suns"
"a0484f1afcf2bc86d096e4b635e42a10","Golden State Warriors","Portland Trail Blazers"
"1bed3b7ff907b3f95ba98df67a71b540","Houston Rockets","Cleveland Cavaliers"
"6111f5595082d5678a84cd9bbd6d8f64","LA Clippers","Indiana Pacers"
"89690af06dfe7ede3ebc55d992c262c8","Chicago Bulls","Philadelphia 76ers"
"72e682384767e2c3eb34a337d87698ef","Detroit Pistons","Atlanta Hawks"
"b079a36bd80284bea76a78206f9bea64","Minnesota Timberwolves","Miami Heat"
"2ae795b05f997fb0cffcd5280cf5d107","Charlotte Hornets","Toronto Raptors"
"fa8844382130774994cd925e3cdd78bc","Memphis Grizzlies","Oklahoma City Thunder"
"c326f15b2e5dd6780fca5f775127d817","Dallas Mavericks","Denver Nuggets"
"8fda69333d20485e581a526a8b25d0c2","Brooklyn Nets","Utah Jazz"
"0abbb9e20d68c04d852abebb62aafecc","Washington Wizards","Sacramento Kings"
"725845c53b78b8f460e44c4534500c7d","New York Knicks","Los Angeles Lakers"
"6ed1535cee76116be89db1b21eb15d9f","Memphis Grizzlies","New Orleans Pelicans"
"8b948f7b75113cfd8368e4ea5b221aff","San Antonio Spurs","Milwaukee Bucks"
"facf349e9a9237283ee8776821b7aaaa","Boston Celtics","Golden State Warriors"
"94a42fb4b3f742d3964a915c8fe31a72","Phoenix Suns","Portland Trail Blazers"
"fc6ac3f90c68d02e45381e90da1d53c7","Utah Jazz","Cleveland Cavaliers"
"77864318e97666332526d7d5354c3cef","Charlotte Hornets","Indiana Pacers"
"cb4889cce394b83d7a78a47cb489df3c","Miami Heat","Orlando Magic"
"d7bfbae26793b1a2da870992be6355e7","Minnesota Timberwolves","Philadelphia 76ers"
"98abdcf22905be567e9a69d98f063cfc","New York Knicks","Brooklyn Nets"
"bd5dcc18d7fae49ee612178a043c53b6","Denver Nuggets","Toronto Raptors"
"3d8d6fec8cbb6cad926054494f706db2","Los Angeles Lakers","Chicago Bulls"
"e8b22a2a50b19c0923e52236830fb1ad","Atlanta Hawks","Houston Rockets"
"d7793901f2115087b53d9db467ac7c4b","LA Clippers","Dallas Mavericks"
"8e607bda160178f072067fef6f3ab7fb","Boston Celtics","Sacramento Kings"
"1203973cd1621f228fed8b070ca4b975","Utah Jazz","Detroit Pistons"
"5164411fc5e69b38787a8026fb21697f","New Orleans Pelicans","Cleveland Cavaliers"
"7d70d23ce78d800daf0cdc20661f361e","San Antonio Spurs","Chicago Bulls"
"816f80395ef0c6aa8f038d7a74f31042","Indiana Pacers","Memphis Grizzlies"
"c8c5f02262eb02f02621da7ad7975141","Orlando Magic","Milwaukee Bucks"
"ecc8560a791b1388450e56088752d689","LA Clippers","Oklahoma City Thunder"
"ab0214bfaebb25d730b8ce3b75db6075","Los Angeles Lakers","Minnesota Timberwolves"
"f625baf5ce85dfef93df0d11476f18bc","Washington Wizards","Portland Trail Blazers"
"6c414d04996f4c232d617587c668eff2","Toronto Raptors","Philadelphia 76ers"
"dca29daace7fd1e80449a2c96247e247","Denver Nuggets","Brooklyn Nets"
"41e8f99b4bed2f22bccdb91daae56060","Atlanta Hawks","Miami Heat"
"44cb1c81973141a621c1d8ddf07f7207","Dallas Mavericks","Houston Rockets"
"b28f0fa4494ae6209c9aef92c80cfac5","Washington Wizards","Golden State Warriors"
"9de54d155eb12ecfda811f77860de28b","Phoenix Suns","Sacramento Kings"
"b5faff8e64bcda3a7e5c5a43ef18277f","Milwaukee Bucks","New York Knicks"
"33d80e435c66a202c03561d049085e37","Boston Celtics","LA Clippers"
"93f0b4234e151e2c69883abf5351aff3","Denver Nuggets","Charlotte Hornets"
"d48a7f9b9beb57333b57daaeaf9fcfb6","Orlando Magic","Indiana Pacers"
"8efbf645126d79662ca4b14a42da5a87","Houston Rockets","New Orleans Pelicans"
"19b5670b230bc5b823119b8e0c87018d","Memphis Grizzlies","Atlanta Hawks"
"dd004b9399d78234999b189f836a26b7","Detroit Pistons","Brooklyn Nets"
"25e76526eb3b7053f9981d3b7625a56f","Utah Jazz","Toronto Raptors"
"2fb3537fe6abb58606d8b7a20bfd6577","Cleveland Cavaliers","Chicago Bulls"
"e8d97e6ad1d9e3032d9ffec9f5d4160d","Los Angeles Lakers","Oklahoma City Thunder"
"3cdcd60b59b39e61a2d2383f26001db8","San Antonio Spurs","Dallas Mavericks"
"fdfd16e4f14beb6f6c0cc09ef6f4baa9","Portland Trail Blazers","Golden State Warriors"
"bb1213dea3eab4e8e6a9b849b9a81098","Minnesota Timberwolves","Sacramento Kings"
"efddc9a8b84308c485b4104597636b86","Milwaukee Bucks","New York Knicks"
"53f4a7e9386a82f67672aa598ac27959","Golden State Warriors","Denver Nuggets"
"f231c83ad97916140db610c0501c324d","Boston Celtics","Los Angeles Lakers"
"34f0ddb6eaa4775a7dadad0ad049ebfc","Philadelphia 76ers","Miami Heat"
"c6f7c94f3e967517675840bd4c60a28f","Dallas Mavericks","Phoenix Suns"
"4133d0a66aa4063e2a5e968204528c87","Brooklyn Nets","Detroit Pistons"
"0e8b531f7f59686afbeef2e4943fb34f","Orlando Magic","Washington Wizards"
"80c7743ee79ce2ebfff576763973f59f","Atlanta Hawks","Chicago Bulls"
"8e1dd331ca583bb095f860c03ad6eeb3","Indiana Pacers","Houston Rockets"
"5284e243d382bbb2a58ea1c14eb3ea19","Memphis Grizzlies","New Orleans Pelicans"
"03965781699763eb1e964fda23c10f74","Minnesota Timberwolves","Oklahoma City Thunder"
"ce4adcc6bdf60eabe3d1a83935e9a6b5","Utah Jazz","San Antonio Spurs"
"c855f22224f97b696c3d2ee533b7b0da","Sacramento Kings","Portland Trail Blazers"
"b83af0ba894f3336a1425a01fb44809f","Charlotte Hornets","LA Clippers"
"1ef1d3a00258f57551ada0c3f913a6a1","Philadelphia 76ers","Orlando Magic"
"b6875c9ea744d925711da9817d7c4374","Toronto Raptors","Washington Wizards"
"ff346f0e9c21a13679a075b3802d6970","Milwaukee Bucks","Brooklyn Nets"
"1f81c7136fb9127e78c1efbe89b35c26","Phoenix Suns","Houston Rockets"
"6127a3a0e46b22cdd4fe3bdde5e38d60","New York Knicks","Oklahoma City Thunder"
"edd6ae1c881ab6966129486ddd91a15d","Cleveland Cavaliers","Dallas Mavericks"
"896c955544ede94bf6b7f5a4fe9d3aa3","Detroit Pistons","Boston Celtics"
"556f967493a02e59882c10fa54f7f611","Indiana Pacers","Chicago Bulls"
"32c393099f286ba218d1774925a04581","Dallas Mavericks","Minnesota Timberwolves"
"4d3617149f11d2bc126c51399ff2be89","Utah Jazz","New Orleans Pelicans"
"0af1edf9f5c8f518397de0b6600e12fc","Memphis Grizzlies","Denver Nuggets"
"278f7a6c3d719c5c66edee4cd4e16106","Miami Heat","Golden State Warriors"
"a3d2158708479304df5c57038c3fef03","San Antonio Spurs","Portland Trail Blazers"
"f6e574f323dc7ea31371e0c7894913fb","Charlotte Hornets","Los Angeles Lakers"
"453a2bf6e79f4c7bbeec9010fc77d9d1","New York Knicks","Orlando Magic"
"7c93e0d60aef1177a455dfeee34268e0","Brooklyn Nets","Washington Wizards"
"5606866b620d4ae98407f48837a3ca4c","Sacramento Kings","Atlanta Hawks"
"d2986905d4abbe17be1fcfb200550495","Toronto Raptors","Boston Celtics"
"ce14107e3925a9ef4ca608633837c75d","Milwaukee Bucks","Cleveland Cavaliers"
"4824718cf3103ee5df00bf1c68947cbc","Philadelphia 76ers","Houston Rockets"
"708ff1f5c904277ff76f8175e390b232","Oklahoma City Thunder","Denver Nuggets"
"14f9a8bfa386073b9781caec61a54ab7","Charlotte Hornets","Phoenix Suns"
"3567857492b8df2d1df45549abf640d5","San Antonio Spurs","Portland Trail Blazers"
"302d13925f6fb17b0440eb858bf1a291","Memphis Grizzlies","LA Clippers"
"a9cb5d081e92ccc18558eab0e5f8efa4","Miami Heat","Utah Jazz"
"94a9c324ae39ed05feb4b79167f21fd2","Toronto Raptors","Detroit Pistons"
"fefa188e201129062902bea88993eb4c","New York Knicks","Indiana Pacers"
"c145e59bf95c6c0b87cc7e5330707c32","Philadelphia 76ers","Chicago Bulls"
"d38d0f2b72c576acea57f31dfe03ab05","Los Angeles Lakers","Minnesota Timberwolves"
"95a297563b63f32164ad6ee129e1ad4b","Dallas Mavericks","Golden State Warriors"
"a488506da995b283493864a3ad3e3e71","Atlanta Hawks","Washington Wizards"
"3d410833612cda2e0c5ed5356aee0525","Los Angeles Lakers","New Orleans Pelicans"
"63567630c96f014499013ee493c27f18","Brooklyn Nets","Oklahoma City Thunder"
"09a955b3e1dae29d19c63de45165d0d2","Boston Celtics","San Antonio Spurs"
"e44e496486486af7ad4940febb95bbfa","Sacramento Kings","Memphis Grizzlies"
"aff4e5c911b78e5287d4b615ae98a96c","Orlando Magic","Phoenix Suns"
"0792037abb4459e5a4cd9140e54361de","Minnesota Timberwolves","New York Knicks"
"0c6a530790e0ca1b62de6ae199921478","Cleveland Cavaliers","Toronto Raptors"
"db612b945f34f33b72a98d0253154cff","Detroit Pistons","Houston Rockets"
"b070da0dfb190b2768db889a4ed3a8ce","Indiana Pacers","Milwaukee Bucks"
"a62ef281ee27e68999b13c764fb44aea","Charlotte Hornets","Denver Nuggets"
"0024f93407cce0ffc0fec67135e2aa21","Portland Trail Blazers","Phoenix Suns"
"cd094395f739d9c884daef017ec13352","Dallas Mavericks","Utah Jazz"
"b45c384b1a519d6eb3f92e71c8c5fd2e","Miami Heat","LA Clippers"
"b8850bad48e6b9bcf3ecb4909b6f4677","Chicago Bulls","Philadelphia 76ers"
"bcc7d599aeba155d9a08bf0edc55acf4","San Antonio Spurs","Memphis Grizzlies"
"deb95cb2719773e45982d1c3fbd6b03f","Brooklyn Nets","New Orleans Pelicans"
"b2907694409ef246641d924dca110427","Boston Celtics","Oklahoma City Thunder"
"d7258f57ffac934620a83777d299d403","Orlando Magic","Golden State Warriors"
"26bd850f06daa9805e892aa0f49208e3","Charlotte Hornets","Sacramento Kings"
"9f3edc11e1d8aeea4b9c2c0c13368af5","Washington Wizards","Cleveland Cavaliers"
"7b98d9b2b088bac18baacef5b6c214c3","Milwaukee Bucks","Indiana Pacers"
"086be9ac9d2b6f54aa78889fb7f2212b","Oklahoma City Thunder","Atlanta Hawks"
"528d1d41e0035a2c740c3f63d925290f","Brooklyn Nets","Houston Rockets"
"2a6302bf1007c8b398a2cd9ae0b9dae8","Toronto Raptors","Memphis Grizzlies"
"b3974e621790b9830901cdc5a5dae48e","New Orleans Pelicans","Minnesota Timberwolves"
"aa38debc14443c6ba28bbbbe20165357","Chicago Bulls","New York Knicks"
"fffcf788adc600efb5a053b8394a383c","Portland Trail Blazers","Dallas Mavericks"
"1e84f219384f8f5e0de0a78023d616d1","LA Clippers","Phoenix Suns"
"9dd430cc744166f7c59c1820d5046da6","Detroit Pistons","Utah Jazz"
"b38b736dabaa2e710875ff5a79bc232e","Miami Heat","Los Angeles Lakers"
"38a8ff1f014730604c229bfda738e9ba","Orlando Magic","Sacramento Kings"
"0c9bd288e7caa0adb84074720f5040ce","Milwaukee Bucks","San Antonio Spurs"
"980f8575dcf379650e41e395b4258dac","Denver Nuggets","Golden State Warriors"
"aedde43e243c45b078af131f3079cce5","Utah Jazz","Boston Celtics"
"9270370f57e92a0754c3b5c763f6301f","Atlanta Hawks","Indiana Pacers"
"29aef704aa8067838d8e25a19a0dfe81","Oklahoma City Thunder","Brooklyn Nets"
"208d5dfcacaa4d8e66190cba550ed6d2","Washington Wizards","Cleveland Cavaliers"
"2ef552c0479496efb16584cdcbe4d3fc","New York Knicks","Philadelphia 76ers"
"4966566004a2a4f1b3e8f33156f2073a","Charlotte Hornets","Chicago Bulls"
"c4290f059054805fc8730949a9552396","Minnesota Timberwolves","Houston Rockets"
"91c1d218291ef30c3ec7f2b7ffd713df","LA Clippers","New Orleans Pelicans"
"763e2b490f608a38168284289957aa9a","Portland Trail Blazers","Dallas Mavericks"
"bdddd9dab0e1c5b14ede718de03bd096","Orlando Magic","Denver Nuggets"
"adb18ffe81a6a97df35c363d339753db","Miami Heat","Phoenix Suns"
"931aacc3989ced596b0537e945016d36","Detroit Pistons","Golden State Warriors"
"a9e87882ca287a3578dc8ef226920c3a","Memphis Grizzlies","Los Angeles Lakers"
"9e791b82d0ad2f71361359848c9d41dc","Toronto Raptors","Sacramento Kings"
"b690b4429df18061bd3c903c42d17222","Boston Celtics","Indiana Pacers"
"feb0fe164669553f93cfdb1563180e96","New York Knicks","Washington Wizards"
"88e4fe15cbdead30f8ce42cd42fb0e41","Utah Jazz","Philadelphia 76ers"
"bef7442372406e00f5f6ea8a06995a84","Milwaukee Bucks","Houston Rockets"
"56f0caecd0aa91135d73748e8b785bc2","San Antonio Spurs","Cleveland Cavaliers"
"76a57d5b3b4e1ce65801dd93bd5aaadd","Portland Trail Blazers","Brooklyn Nets"
"ad9dec7edcdd64d384d43a3916154521","Atlanta Hawks","Orlando Magic"
"6d5eab6320a05e7dd2910e3774622fd7","New Orleans Pelicans","Sacramento Kings"
"9945af0ad45afbebed940afa1b16c53b","Minnesota Timberwolves","Dallas Mavericks"
"44c3da8dd8bf953807e4df3f2acc17b6","Detroit Pistons","Denver Nuggets"
"7e47ab32976ee38a9b6b049364c0b4d3","Memphis Grizzlies","Phoenix Suns"
"19d2fced37bac4735bda14fcfc6c50fb","Toronto Raptors","Golden State Warriors"
"b6741cbb0dd350580236264eb238e877","LA Clippers","Los Angeles Lakers"
"b5eff91c2b080c3e47a9c2a1818991cc","Chicago Bulls","Charlotte Hornets"
"dfaeada4215a62525e56956c51600a5a","Boston Celtics","Indiana Pacers"
"6ccf5cd81d34934c3a5df7b2d858538f","Oklahoma City Thunder","Washington Wizards"
"1f3c5de548da21f32e295b2b31fbab90","Houston Rockets","Miami Heat"
"a5835a0bb2fb029b99f3e418ab407543","Utah Jazz","Milwaukee Bucks"
"a045253e48d504fa7cd1777a244fa931","Phoenix Suns","LA Clippers"
